year,month,stateDescription,sectorName,price
2001,1,40,1,7.907000000000012
2001,1,40,2,4.224299999999996
2001,1,40,3,5.740599999999998
2001,1,40,4,7.616200000000001
2001,1,41,0,5.940600000000004
2001,1,41,1,6.131199999999996
2001,1,41,2,4.652199999999997
2001,1,41,3,5.043600000000005
2001,1,41,4,6.464999999999987
2001,1,42,0,5.0959999999999885
2001,1,42,1,5.053299999999994
2001,1,42,2,4.059200000000002
2001,1,42,3,6.714499999999992
2001,1,42,4,5.857999999999999
2001,1,46,0,11.29649999999999
2001,1,46,1,11.367899999999986
2001,1,46,2,9.272599999999988
2001,1,46,3,17.920899999999996
2001,1,46,4,11.946400000000008
2001,1,48,0,5.908199999999991
2001,1,48,1,6.470099999999999
2001,1,48,2,3.952700000000002
2001,1,0,4,6.437200000000006
2001,1,1,0,9.954000000000015
2001,1,1,1,9.795900000000014
2001,1,1,2,7.1831999999999985
2001,1,1,3,12.96219999999999
2001,1,1,4,11.35470000000001
2001,1,2,0,6.416900000000004
2001,1,2,1,6.724100000000004
2001,1,2,2,4.700199999999992
2001,1,2,3,4.5294000000000025
2001,1,2,4,7.011400000000001
2001,1,12,0,5.983199999999995
2001,1,12,1,6.280400000000003
2001,1,12,2,4.085800000000003
2001,1,12,3,7.974200000000007
2001,1,12,4,6.908199999999997
2001,1,13,0,14.444399999999979
2001,1,13,1,15.224399999999976
2001,1,13,2,11.943999999999985
2001,1,13,3,16.44619999999999
2001,1,13,4,16.72420000000003
2001,1,14,0,4.436100000000004
2001,1,14,1,4.447300000000005
2001,1,14,2,3.467899999999998
2001,1,14,3,4.324099999999994
2001,1,14,4,5.263999999999997
2001,1,15,0,6.001
2001,1,15,1,6.154299999999995
2001,1,15,2,4.0469999999999935
2001,1,15,3,5.745500000000002
2001,1,15,4,7.572699999999987
2001,1,16,0,5.0747000000000035
2001,1,16,1,5.101299999999994
2001,1,16,2,3.9309000000000047
2001,1,16,3,10.804800000000002
2001,1,16,4,6.707300000000003
2001,1,17,0,5.742400000000008
2001,1,17,1,6.091600000000005
2001,1,17,2,3.787599999999999
2001,1,17,3,5.617400000000001
2001,1,17,4,7.678299999999998
2001,1,18,0,5.834700000000001
2001,1,18,1,5.8492999999999995
2001,1,18,2,4.501600000000002
2001,1,18,3,8.155499999999995
2001,1,18,4,6.8991999999999924
2001,1,19,0,4.138799999999998
2001,1,19,1,4.890099999999992
2001,1,19,2,2.915100000000001
2001,1,19,3,4.157100000000001
2001,1,19,4,5.222599999999995
2001,1,20,0,7.4526
2001,1,3,0,5.672400000000006
2001,1,3,1,5.771700000000013
2001,1,3,2,4.1345
2001,1,3,3,6.602499999999995
2001,1,3,4,6.871199999999999
2001,1,4,0,9.034600000000005
2001,1,4,1,9.36749999999999
2001,1,4,2,6.645100000000002
2001,1,4,3,5.740699999999996
2001,1,4,4,11.105299999999994
2001,1,5,0,5.628300000000004
2001,1,5,1,5.257500000000009
2001,1,5,2,4.208900000000003
2001,1,5,3,7.736399999999999
2001,1,5,4,6.870599999999999
2001,1,6,0,9.54929999999999
2001,1,6,1,9.066200000000018
2001,1,6,2,7.828000000000003
2001,1,6,3,9.446900000000012
2001,1,6,4,10.596600000000015
2001,1,7,0,6.0631000000000075
2001,1,7,1,6.295499999999999
2001,1,7,2,3.6832999999999982
2001,1,7,3,15.848100000000006
2001,1,7,4,7.6943000000000055
2001,1,8,0,6.300200000000007
2001,1,8,1,6.215500000000004
2001,1,8,2,4.249299999999997
2001,1,8,3,7.082699999999993
2001,1,8,4,7.085899999999994
2001,1,11,0,7.475899999999998
2001,1,11,1,6.917099999999994
2001,1,11,2,5.0944
2001,1,11,3,7.4181999999999935
2001,1,11,4,8.093599999999991
2001,1,20,1,8.206299999999985
2001,1,20,2,6.253100000000002
2001,1,9,0,6.127999999999999
2001,1,9,1,6.605699999999987
2001,1,9,2,4.265099999999991
2001,1,9,3,6.105999999999998
2001,1,9,4,7.444000000000001
2001,1,57,0,5.371800000000003
2001,1,57,1,5.340000000000004
2001,1,57,2,4.0268999999999995
2001,1,57,3,5.618800000000006
2001,1,57,4,6.496199999999999
2001,1,47,0,6.349800000000003
2001,1,47,1,6.2353
2001,1,47,2,4.253799999999995
2001,1,47,3,6.195100000000001
2001,1,47,4,7.444900000000005
2001,1,10,0,5.217200000000004
2001,1,10,1,6.092400000000007
2001,1,10,2,3.707499999999994
2001,1,10,3,5.937799999999995
2001,1,10,4,6.060800000000005
2001,1,58,0,6.817899999999996
2001,1,58,1,7.371699999999991
2001,1,58,2,5.233599999999996
2001,1,58,3,7.064200000000008
2001,1,58,4,7.629899999999992
2001,1,30,0,5.709100000000001
2001,1,30,1,5.926999999999995
2001,1,30,2,4.3784
2001,1,30,3,5.430499999999998
2001,1,30,4,6.815100000000005
2001,1,45,0,7.634499999999992
2001,1,45,1,8.059200000000004
2001,1,45,2,5.678300000000002
2001,1,45,3,9.255799999999992
2001,1,45,4,8.894500000000003
2001,2,22,2,4.3108000000000075
2001,2,22,3,8.843599999999986
2001,2,22,4,6.892099999999996
2001,2,23,0,10.924299999999993
2001,2,23,1,10.879400000000011
2001,2,23,2,8.840699999999995
2001,2,23,3,14.366899999999982
2001,2,23,4,12.019299999999987
2001,2,24,0,6.921199999999999
2001,2,24,1,7.709000000000007
2001,2,24,2,5.048299999999994
2001,2,24,3,9.897000000000016
2001,2,24,4,8.103800000000005
2001,2,26,0,5.730899999999998
2001,2,26,1,5.590899999999998
2001,2,26,2,4.4367999999999945
2001,2,0,0,5.421900000000001
2001,2,0,1,6.585900000000005
2001,2,0,2,3.635600000000002
2001,2,0,3,6.940100000000005
2001,2,0,4,6.761400000000001
2001,2,1,0,9.981599999999991
2001,2,1,1,9.872300000000006
2001,2,1,2,7.292500000000003
2001,2,1,3,10.805600000000013
2001,2,1,4,11.456300000000004
2001,2,2,0,6.52130000000001
2001,2,2,1,6.768900000000005
2001,2,2,2,4.957899999999994
2001,2,2,3,4.618099999999999
2001,2,2,4,7.1725999999999965
2001,2,3,0,5.663700000000009
2001,2,3,1,5.901200000000013
2001,2,3,2,4.091900000000004
2001,2,3,3,6.677599999999993
2001,2,3,4,7.031700000000002
2001,2,4,0,9.616699999999996
2001,2,4,1,10.019999999999996
2001,2,4,2,7.316100000000006
2001,2,4,3,6.185099999999989
2001,2,4,4,11.143199999999995
2001,2,5,0,5.742200000000004
2001,2,5,1,5.393900000000006
2001,2,5,2,4.219300000000007
2001,2,5,3,8.006999999999993
2001,2,5,4,7.100799999999988
2001,2,6,0,9.239999999999982
2001,2,6,1,8.875900000000012
2001,2,6,2,7.464800000000001
2001,2,6,3,9.909700000000011
2001,2,6,4,10.448100000000013
2001,2,7,0,5.635299999999997
2001,2,7,1,5.940799999999989
2001,2,7,2,3.3581999999999983
2001,2,7,3,15.018900000000015
2001,2,7,4,7.787199999999997
2001,2,8,0,6.334499999999989
2001,2,8,1,6.340299999999997
2001,2,8,2,4.071700000000003
2001,2,26,3,7.3087
2001,2,26,4,7.248399999999992
2001,2,27,0,5.873999999999994
2001,2,27,1,6.709999999999997
2001,2,27,2,4.295699999999994
2001,2,27,3,8.382300000000011
2001,2,27,4,6.715100000000007
2001,2,28,0,5.3726000000000065
2001,2,28,1,5.172299999999991
2001,2,28,2,4.028799999999993
2001,2,28,3,5.973800000000002
2001,2,28,4,6.129200000000008
2001,2,29,0,6.757100000000004
2001,2,29,1,6.096500000000001
2001,2,29,2,7.713600000000005
2001,2,29,3,7.173200000000004
2001,2,29,4,6.482400000000004
2001,2,31,0,4.971799999999995
2001,2,31,1,5.100800000000004
2001,2,31,2,3.7115000000000022
2001,2,31,3,6.277700000000001
2001,2,31,4,5.622300000000006
2001,2,32,0,6.610699999999998
2001,2,32,1,7.533900000000002
2001,2,32,2,5.234400000000005
2001,2,32,3,5.398399999999994
2001,2,32,4,8.281699999999997
2001,2,34,0,11.409699999999978
2001,2,34,1,11.015200000000004
2001,2,34,2,8.966200000000008
2001,2,34,3,14.213100000000013
2001,2,34,4,13.006199999999993
2001,2,35,0,8.84709999999999
2001,2,35,1,8.632699999999993
2001,2,35,2,8.172200000000005
2001,2,35,3,11.491000000000001
2001,2,35,4,9.481000000000005
2001,2,36,0,6.936600000000002
2001,2,36,1,7.122799999999995
2001,2,36,2,5.870799999999995
2001,2,36,3,6.0653
2001,2,36,4,7.961999999999997
2001,2,37,0,11.15689999999999
2001,2,37,1,12.219099999999985
2001,2,37,2,5.603800000000009
2001,2,37,3,8.552700000000016
2001,2,37,4,13.867500000000007
2001,2,38,0,6.517499999999992
2001,2,38,1,6.456699999999995
2001,2,38,2,4.511499999999999
2001,2,38,3,6.271300000000004
2001,2,38,4,7.780699999999988
2001,2,39,0,5.2391999999999905
2001,2,39,1,5.6623000000000046
2001,2,39,2,4.029999999999996
2001,2,39,3,3.591999999999995
2001,2,39,4,5.7608999999999995
2001,2,40,0,6.353600000000004
2001,2,40,1,8.285500000000011
2001,2,40,2,4.191799999999998
2001,2,40,3,6.0723
2001,2,40,4,7.832400000000004
2001,2,41,0,5.897800000000003
2001,2,41,1,6.0785
2001,2,41,2,4.727199999999997
2001,2,41,3,4.266300000000004
2001,2,41,4,6.696899999999991
2001,2,42,0,5.0713999999999935
2001,2,42,1,5.108300000000001
2001,2,42,2,3.895899999999998
2001,2,42,3,6.944099999999997
2001,2,9,2,4.2401999999999935
2001,2,9,3,6.834700000000002
2001,2,9,4,7.753699999999992
2001,2,57,0,5.578399999999995
2001,2,57,1,5.5885
2001,2,57,2,4.096799999999994
2001,2,57,3,5.781100000000009
2001,2,57,4,6.656999999999999
2001,2,47,0,6.446000000000003
2001,2,47,1,6.443200000000013
2001,2,42,4,5.912999999999996
2001,2,45,0,7.553500000000002
2001,2,45,1,8.279499999999992
2001,2,45,2,5.372499999999994
2001,2,45,3,9.973899999999995
2001,2,45,4,9.1187
2001,2,46,0,11.395899999999994
2001,2,46,1,11.494199999999992
2001,2,46,2,9.279599999999991
2001,2,46,3,15.774700000000012
2001,2,46,4,12.006399999999996
2001,2,48,0,5.753799999999996
2001,2,48,1,6.534900000000004
2001,2,48,2,3.8661999999999974
2001,2,48,3,6.569700000000004
2001,2,48,4,7.530400000000003
2001,2,49,0,6.08800000000001
2001,2,49,1,6.360599999999997
2001,2,49,2,4.441700000000003
2001,2,49,3,3.5988000000000078
2001,2,49,4,6.750399999999996
2001,2,50,0,5.530399999999997
2001,2,50,1,6.322699999999997
2001,2,50,2,3.8513000000000064
2001,2,50,3,8.830700000000002
2001,2,50,4,6.237300000000008
2001,2,51,0,6.912299999999998
2001,2,51,1,7.648800000000006
2001,2,51,2,5.12910000000001
2001,2,51,3,7.230499999999995
2001,2,51,4,7.993499999999988
2001,2,53,0,5.077499999999998
2001,2,53,1,5.555899999999997
2001,2,53,2,3.440399999999997
2001,2,53,3,4.637399999999996
2001,2,53,4,6.653200000000003
2001,2,47,2,4.207999999999995
2001,2,47,3,6.429499999999999
2001,2,47,4,7.609200000000004
2001,2,10,0,5.196000000000003
2001,2,10,1,6.247300000000003
2001,2,10,2,3.5821999999999967
2001,2,10,3,6.261600000000002
2001,2,10,4,6.236700000000006
2001,2,58,0,6.873700000000005
2001,2,58,1,7.449300000000001
2001,2,58,2,5.288499999999996
2001,2,58,3,7.079400000000006
2001,2,58,4,7.784999999999999
2001,2,30,0,6.028900000000006
2001,2,30,1,6.1165000000000065
2001,2,30,2,4.666099999999995
2001,2,54,0,11.015399999999998
2001,2,54,1,11.454999999999995
2001,2,54,2,8.27730000000001
2001,2,54,3,16.447199999999984
2001,2,54,4,12.479699999999989
2001,2,55,0,5.975199999999989
2001,2,55,1,5.6970999999999945
2001,2,55,2,4.133099999999994
2001,2,55,3,5.2815000000000065
2001,2,55,4,7.218200000000003
2001,2,56,0,5.179500000000007
2001,2,56,1,5.342000000000001
2001,2,56,2,4.347499999999998
2001,2,56,3,4.771100000000007
2001,2,56,4,5.423699999999996
2001,2,59,0,5.025900000000004
2001,2,59,1,5.464999999999993
2001,2,59,2,3.593600000000001
2001,2,59,3,9.919600000000013
2001,2,59,4,6.054599999999989
2001,2,60,0,5.9594000000000005
2001,2,60,1,6.172699999999999
2001,2,60,2,4.301199999999997
2001,2,60,3,7.743800000000006
2001,2,60,4,7.70749999999999
2001,2,61,0,4.349400000000005
2001,2,61,1,5.106000000000003
2001,2,61,2,3.4135000000000004
2001,2,61,3,4.986400000000004
2001,2,61,4,6.244299999999997
2001,2,33,0,10.639499999999993
2001,2,33,1,10.469800000000012
2001,2,33,2,8.60539999999999
2001,2,33,3,13.412199999999995
2001,2,33,4,11.773500000000007
2001,2,8,3,7.290899999999999
2001,2,8,4,7.079299999999995
2001,2,11,0,7.493000000000004
2001,2,11,1,7.014299999999986
2001,2,11,2,5.065499999999995
2001,2,11,3,7.459899999999992
2001,2,11,4,8.28829999999999
2001,2,12,0,6.145100000000005
2001,2,12,1,6.634500000000002
2001,2,12,2,4.133699999999999
2001,2,12,3,8.417799999999996
2001,2,12,4,7.290599999999988
2001,2,13,0,14.371599999999994
2001,2,13,1,15.217299999999982
2001,2,13,2,11.940499999999995
2001,2,13,3,16.36889999999999
2001,2,13,4,16.65920000000002
2001,2,14,0,4.482
2001,2,14,1,4.537200000000004
2001,2,14,2,3.4479999999999973
2001,2,14,3,4.399699999999995
2001,2,14,4,5.326200000000003
2001,2,15,0,6.236599999999999
2001,2,15,1,6.631399999999994
2001,2,15,2,4.023799999999996
2001,2,15,3,6.791300000000002
2001,2,15,4,8.112799999999996
2001,2,16,0,5.1057
2001,2,16,1,5.1338
2001,2,16,2,3.8785
2001,2,16,3,11.961600000000006
2001,2,16,4,6.798099999999998
2001,2,17,0,5.787700000000001
2001,2,17,1,6.290300000000002
2001,2,17,2,3.828199999999997
2001,2,17,3,5.817299999999996
2001,2,17,4,7.884300000000011
2001,2,18,0,5.9159999999999995
2001,2,18,1,6.077800000000003
2001,2,18,2,4.431400000000001
2001,2,18,3,8.392300000000006
2001,2,18,4,7.094200000000001
2001,2,19,0,4.187
2001,2,19,1,5.381600000000003
2001,2,19,2,2.9403000000000024
2001,2,19,3,4.3461
2001,2,19,4,5.498200000000002
2001,2,20,0,7.679799999999993
2001,2,20,1,8.490099999999986
2001,2,20,2,6.604699999999996
2001,2,20,3,9.435199999999986
2001,2,20,4,8.481499999999993
2001,2,25,0,9.288000000000014
2001,2,25,1,10.15099999999999
2001,2,25,2,5.849199999999999
2001,2,25,3,8.790700000000005
2001,2,25,4,10.920099999999989
2001,2,9,0,6.135999999999992
2001,2,9,1,6.989099999999992
2001,2,30,3,5.555899999999995
2001,2,30,4,6.942800000000003
2001,2,43,0,7.865299999999994
2001,2,43,1,8.369499999999993
2001,2,43,2,6.032500000000008
2001,2,43,3,5.939500000000001
2001,2,43,4,8.562799999999987
2001,2,44,0,12.628899999999987
2001,2,44,1,12.73259999999998
2001,2,44,2,10.7915
2001,2,44,3,12.200900000000015
2001,2,44,4,14.137399999999987
2001,2,52,0,6.874800000000004
2001,2,52,1,7.556499999999993
2001,2,52,2,4.8127000000000075
2001,2,52,3,6.937000000000009
2001,2,52,4,8.024699999999994
2001,2,21,0,10.888099999999987
2001,2,21,1,10.584300000000011
2001,2,21,2,9.203300000000002
2001,2,21,3,24.393200000000014
2001,2,21,4,12.7744
2001,2,22,0,5.992300000000005
2001,2,22,1,5.63630000000001
2001,3,5,0,5.684600000000007
2001,3,5,1,5.3209999999999935
2001,3,5,2,4.242200000000007
2001,3,5,3,8.119299999999987
2001,3,5,4,7.0942999999999845
2001,3,6,0,9.357499999999993
2001,3,6,1,8.894199999999994
2001,3,6,2,7.49329999999999
2001,3,6,3,10.068699999999994
2001,3,6,4,10.666400000000015
2001,3,7,0,6.180899999999992
2001,3,7,1,6.272299999999988
2001,3,7,2,4.133299999999995
2001,3,7,3,12.588300000000011
2001,3,7,4,7.9564999999999895
2001,3,8,0,6.342799999999996
2001,3,8,1,6.330800000000002
2001,3,8,2,4.222600000000004
2001,3,8,3,6.249999999999997
2001,3,8,4,6.73439999999999
2001,3,11,0,7.544099999999997
2001,3,11,1,7.0961999999999845
2001,3,11,2,5.078999999999988
2001,3,11,3,7.472499999999999
2001,3,11,4,8.481299999999994
2001,3,12,0,6.122000000000006
2001,3,12,1,6.674600000000006
2001,3,12,2,4.029199999999995
2001,3,12,3,8.384500000000005
2001,3,12,4,7.496000000000007
2001,3,13,0,14.24900000000001
2001,3,13,1,15.065799999999989
2001,3,13,2,11.814599999999999
2001,3,13,3,16.210999999999984
2001,3,20,0,8.215000000000009
2001,3,20,1,9.046099999999985
2001,3,20,2,7.020600000000004
2001,3,20,3,10.017600000000005
2001,3,20,4,9.040699999999989
2001,3,21,0,10.790499999999984
2001,3,21,1,10.409500000000012
2001,3,21,2,8.350600000000009
2001,3,21,3,24.11779999999999
2001,3,21,4,13.2804
2001,3,22,0,5.934
2001,3,22,1,5.530699999999999
2001,3,22,2,4.335300000000001
2001,3,22,3,8.175500000000003
2001,3,22,4,6.9828000000000054
2001,3,23,0,11.109399999999996
2001,3,23,1,11.090600000000013
2001,3,23,2,9.100800000000007
2001,3,23,3,14.712200000000019
2001,3,0,0,5.794700000000005
2001,3,0,1,6.929499999999999
2001,3,0,2,3.8989999999999947
2001,3,0,3,7.0614
2001,3,0,4,7.277499999999995
2001,3,1,0,10.757499999999988
2001,3,1,1,10.36810000000001
2001,3,1,2,8.194400000000007
2001,3,1,3,14.458299999999982
2001,3,1,4,12.101700000000015
2001,3,2,0,6.567100000000005
2001,3,2,1,6.8321
2001,3,13,4,16.545199999999994
2001,3,14,0,4.416299999999993
2001,3,14,1,4.5704999999999965
2001,3,14,2,3.2633999999999945
2001,3,14,3,4.291699999999995
2001,3,14,4,5.423700000000007
2001,3,15,0,6.46660000000001
2001,3,15,1,6.886200000000001
2001,3,15,2,4.238200000000004
2001,3,15,3,6.758400000000006
2001,3,15,4,8.278200000000005
2001,3,16,0,5.1989000000000045
2001,3,16,1,5.3592
2001,3,16,2,3.9481000000000055
2001,3,16,3,12.612799999999984
2001,3,16,4,6.978500000000006
2001,3,17,0,5.8366
2001,3,17,1,6.38609999999999
2001,3,17,2,3.925799999999998
2001,3,17,3,5.534599999999995
2001,3,17,4,8.053999999999991
2001,3,18,0,6.0478
2001,3,18,1,6.241899999999996
2001,3,18,2,4.521000000000004
2001,3,18,3,8.890199999999984
2001,3,18,4,7.4323000000000095
2001,3,19,0,4.071999999999993
2001,3,19,1,5.292800000000001
2001,3,19,2,2.8573000000000013
2001,3,19,3,4.3701000000000025
2001,3,19,4,5.512100000000001
2001,3,23,4,12.086999999999996
2001,3,24,0,6.951700000000008
2001,3,24,1,7.740299999999999
2001,3,24,2,5.0572000000000035
2001,3,24,3,10.67940000000002
2001,3,24,4,8.083200000000009
2001,3,26,0,5.6819999999999995
2001,3,26,1,5.641899999999997
2001,3,26,2,4.219099999999994
2001,3,26,3,7.3757999999999955
2001,3,2,2,4.906499999999993
2001,3,2,3,4.680399999999995
2001,3,2,4,7.416299999999991
2001,3,3,0,5.728500000000008
2001,3,3,1,5.951800000000009
2001,3,3,2,4.154500000000003
2001,3,3,3,6.692299999999998
2001,3,3,4,7.282599999999994
2001,3,4,0,9.885999999999994
2001,3,4,1,10.502000000000008
2001,3,4,2,7.7204000000000095
2001,3,4,3,6.800200000000005
2001,3,4,4,11.242999999999986
2001,3,59,1,5.5117999999999965
2001,3,59,2,3.752600000000003
2001,3,59,3,10.087299999999995
2001,3,59,4,6.187699999999996
2001,3,60,0,5.9566
2001,3,60,1,6.184699999999997
2001,3,60,2,4.277799999999996
2001,3,60,3,7.869700000000015
2001,3,60,4,7.803299999999987
2001,3,61,0,4.339999999999994
2001,3,61,1,5.200999999999997
2001,3,61,2,3.368800000000001
2001,3,61,3,5.0266
2001,3,61,4,6.2385
2001,3,33,0,10.695700000000006
2001,3,33,1,10.577999999999996
2001,3,33,2,8.660899999999987
2001,3,33,3,13.74120000000001
2001,3,33,4,11.89140000000001
2001,3,25,0,9.300000000000017
2001,3,25,1,10.121399999999992
2001,3,25,2,5.8672999999999975
2001,3,25,3,8.87129999999999
2001,3,25,4,10.970799999999995
2001,3,9,0,6.232799999999998
2001,3,9,1,7.098099999999999
2001,3,9,2,4.270699999999992
2001,3,9,3,6.686099999999997
2001,3,9,4,7.8387000000000056
2001,3,57,0,5.6308999999999925
2001,3,57,1,5.689099999999997
2001,3,57,2,4.0756
2001,3,57,3,6.069599999999993
2001,3,57,4,6.851699999999997
2001,3,47,0,6.436900000000001
2001,3,47,1,6.4514
2001,3,47,2,4.192500000000003
2001,3,47,3,6.302599999999997
2001,3,47,4,7.7969999999999935
2001,3,10,0,5.208899999999995
2001,3,10,1,6.361800000000001
2001,3,10,2,3.547599999999996
2001,3,10,3,6.125300000000001
2001,3,10,4,6.442900000000001
2001,3,58,0,7.009299999999993
2001,3,58,1,7.636099999999994
2001,3,58,2,5.321700000000003
2001,3,58,3,7.438400000000009
2001,3,58,4,8.152199999999988
2001,3,30,0,6.0170000000000075
2001,3,30,1,6.0952999999999955
2001,3,30,2,4.807299999999993
2001,3,30,3,5.587799999999998
2001,3,30,4,7.095300000000004
2001,3,43,0,8.24779999999999
2001,3,43,1,8.945099999999991
2001,3,43,2,6.431400000000007
2001,3,43,3,6.231300000000007
2001,3,43,4,8.768999999999988
2001,3,44,0,12.97329999999998
2001,3,44,1,13.017899999999992
2001,3,44,2,10.98039999999999
2001,3,44,3,14.879400000000006
2001,3,44,4,14.58049999999999
2001,3,52,0,6.991499999999995
2001,3,52,1,7.705400000000008
2001,3,52,2,4.855300000000009
2001,3,52,3,7.046899999999996
2001,3,52,4,8.30810000000001
2001,3,26,4,7.2603999999999935
2001,3,27,0,5.929999999999999
2001,3,27,1,6.775000000000002
2001,3,27,2,4.242800000000005
2001,3,27,3,8.486800000000013
2001,3,27,4,7.037999999999991
2001,3,28,0,5.457900000000008
2001,3,28,1,5.325900000000002
2001,3,28,2,4.026899999999994
2001,3,28,3,5.941699999999996
2001,3,28,4,6.405999999999998
2001,3,29,0,6.469099999999992
2001,3,29,1,5.71399999999999
2001,3,29,2,7.845600000000006
2001,3,29,3,7.471000000000003
2001,3,29,4,6.410100000000008
